epoch,loss,val_loss
0,-380.60205078125,-453.7505798339844
1,-437.9937744140625,-522.615478515625
2,-543.1635131835938,-651.24560546875
3,-739.6538696289062,-890.2957153320312
4,-1097.2791748046875,-1317.9783935546875
5,-1715.9522705078125,-2032.173828125
6,-2679.750732421875,-3095.9697265625
7,-3687.76123046875,-3967.3837890625
8,-3854.47607421875,-4045.953857421875
9,-3901.10986328125,-3937.8681640625
10,-4013.51708984375,-3911.90771484375
11,-4144.96923828125,-4074.498779296875
12,-4232.3115234375,-4226.86962890625
13,-4121.31689453125,-4288.33935546875
14,-4016.58056640625,-4065.370361328125
15,-4090.896484375,-4040.4462890625
16,-3977.388916015625,-3998.670654296875
17,-4199.35302734375,-4123.7705078125
18,-4262.97216796875,-4238.92822265625
19,-4317.400390625,-4299.93408203125
20,-4044.441162109375,-4172.27734375
21,-3952.88232421875,-4010.0673828125
22,-4169.48486328125,-4069.43994140625
23,-4297.4130859375,-4221.853515625
24,-4348.76318359375,-4348.2900390625
25,-4333.04638671875,-4350.71826171875
26,-4308.93212890625,-4337.06494140625
27,-4382.9189453125,-4320.3203125
28,-4269.06103515625,-4336.14990234375
29,-4251.2568359375,-4261.80029296875
30,-4122.1005859375,-4107.0615234375
31,-4220.779296875,-4225.03955078125
32,-4247.76220703125,-4219.6845703125
33,-4379.38623046875,-4311.4423828125
34,-4340.4697265625,-4389.83642578125
35,-4295.85888671875,-4348.3017578125
36,-4256.18310546875,-4244.54248046875
37,-4399.08740234375,-4356.99169921875
38,-4420.98193359375,-4414.59716796875
39,-4121.3310546875,-4204.9501953125
40,-4325.1689453125,-4271.857421875
41,-4193.9013671875,-4237.59033203125
42,-4296.23681640625,-4351.552734375
43,-4367.5224609375,-4332.46826171875
44,-4381.74365234375,-4355.970703125
45,-4223.39013671875,-4287.5224609375
46,-4404.587890625,-4354.3154296875
47,-4370.44091796875,-4378.5
48,-4223.78466796875,-4257.63037109375
49,-4374.9775390625,-4347.63134765625
50,-4229.88916015625,-4305.77734375
51,-4375.6943359375,-4288.01513671875
52,-4431.2119140625,-4367.55419921875
53,-4462.1318359375,-4430.00927734375
54,-4472.9365234375,-4439.4306640625
55,-4412.18359375,-4424.48046875
56,-4419.693359375,-4411.81494140625
57,-4387.37255859375,-4409.6357421875
58,-4461.6201171875,-4447.47216796875
59,-4468.1689453125,-4455.42041015625
60,-4477.83056640625,-4456.69921875
61,-4449.33251953125,-4450.00634765625
62,-4501.5029296875,-4459.84423828125
63,-4493.6533203125,-4476.96923828125
64,-4379.0087890625,-4427.02880859375
65,-4351.60693359375,-4471.44677734375
66,-4465.68017578125,-4406.60009765625
67,-4422.08203125,-4390.248046875
68,-4533.30712890625,-4492.48486328125
69,-4430.5927734375,-4461.3623046875
70,-4528.623046875,-4464.07861328125
71,-4469.646484375,-4451.7412109375
72,-4495.93359375,-4468.953125
73,-4424.990234375,-4404.18310546875
74,-4523.29931640625,-4494.71484375
75,-4575.22412109375,-4519.37841796875
76,-4593.83203125,-4552.693359375
77,-4569.39404296875,-4532.4375
78,-4551.1103515625,-4540.6259765625
79,-4536.234375,-4546.49365234375
80,-4636.9873046875,-4556.5361328125
81,-4477.2197265625,-4503.06298828125
82,-4499.25146484375,-4500.984375
83,-4586.650390625,-4523.04296875
84,-4580.99755859375,-4579.8876953125
85,-4609.345703125,-4543.87890625
86,-4560.39990234375,-4567.298828125
87,-4626.8017578125,-4547.1240234375
88,-4475.60791015625,-4471.740234375
89,-4578.11376953125,-4544.18359375
90,-4595.96142578125,-4566.0185546875
91,-4590.15576171875,-4556.61474609375
92,-4544.30615234375,-4538.76171875
93,-4603.900390625,-4594.05126953125
94,-4582.39697265625,-4596.63330078125
95,-4513.1025390625,-4500.7607421875
96,-4590.0302734375,-4565.26904296875
97,-4681.6220703125,-4619.8896484375
98,-4574.91943359375,-4570.318359375
99,-4666.50830078125,-4618.990234375
100,-4578.23388671875,-4591.77392578125
101,-4650.0986328125,-4595.40087890625
102,-4607.10205078125,-4569.7109375
103,-4567.4208984375,-4571.86474609375
104,-4554.9111328125,-4517.8740234375
105,-4633.0029296875,-4555.70263671875
106,-4655.5146484375,-4637.154296875
107,-4668.978515625,-4615.01611328125
108,-4651.376953125,-4611.5654296875
109,-4580.85595703125,-4581.03759765625
110,-4634.923828125,-4609.111328125
111,-4664.43798828125,-4618.74072265625
112,-4615.75634765625,-4609.3955078125
113,-4678.77197265625,-4627.41259765625
114,-4618.55859375,-4640.134765625
115,-4709.4248046875,-4632.68359375
116,-4668.54833984375,-4592.34130859375
117,-4663.541015625,-4650.36083984375
118,-4686.044921875,-4647.8056640625
119,-4716.98974609375,-4675.1669921875
120,-4584.0,-4566.37890625
121,-4673.1982421875,-4655.890625
122,-4669.78857421875,-4640.9765625
123,-4747.14404296875,-4677.3095703125
124,-4681.14892578125,-4654.9375
125,-4678.63818359375,-4676.1220703125
126,-4673.43017578125,-4641.65966796875
127,-4699.2177734375,-4680.623046875
128,-4701.4814453125,-4664.150390625
129,-4738.580078125,-4712.0830078125
130,-4683.54052734375,-4659.646484375
131,-4685.4443359375,-4665.9033203125
132,-4710.521484375,-4655.6435546875
133,-4704.95068359375,-4686.49462890625
134,-4756.04541015625,-4706.12841796875
135,-4733.45849609375,-4707.38134765625
136,-4681.82958984375,-4665.72509765625
137,-4734.1474609375,-4705.537109375
138,-4715.169921875,-4702.99951171875
139,-4720.46337890625,-4712.57470703125
140,-4725.90478515625,-4689.396484375
141,-4783.490234375,-4719.80712890625
142,-4690.00146484375,-4665.357421875
143,-4749.89453125,-4687.75439453125
144,-4741.923828125,-4738.91455078125
145,-4692.1845703125,-4672.61572265625
146,-4757.4921875,-4701.69580078125
147,-4779.96044921875,-4720.71923828125
148,-4803.513671875,-4751.0615234375
149,-4772.61279296875,-4703.53515625
150,-4733.03173828125,-4710.6513671875
151,-4803.88671875,-4738.00537109375
152,-4799.330078125,-4714.0712890625
153,-4727.26904296875,-4715.158203125
154,-4783.3935546875,-4751.4150390625
155,-4798.91796875,-4727.76611328125
156,-4785.59228515625,-4728.5185546875
157,-4838.99609375,-4781.84326171875
158,-4789.2724609375,-4723.40283203125
159,-4804.998046875,-4752.93408203125
160,-4793.62255859375,-4762.279296875
161,-4794.61572265625,-4749.109375
162,-4770.39697265625,-4750.79736328125
163,-4830.44921875,-4767.8017578125
164,-4819.146484375,-4767.60107421875
165,-4814.560546875,-4752.62451171875
166,-4816.0634765625,-4781.59228515625
167,-4833.6328125,-4756.9189453125
168,-4811.66796875,-4752.10595703125
169,-4809.25048828125,-4777.69775390625
170,-4817.6923828125,-4746.0810546875
171,-4798.32373046875,-4760.86083984375
172,-4857.85400390625,-4780.533203125
173,-4847.17431640625,-4794.56201171875
174,-4823.89599609375,-4786.4248046875
175,-4854.4306640625,-4783.771484375
176,-4820.91552734375,-4776.65966796875
177,-4847.3974609375,-4775.94091796875
178,-4829.93310546875,-4802.7353515625
179,-4847.46923828125,-4744.10302734375
180,-4859.59521484375,-4811.96435546875
181,-4821.2099609375,-4763.32470703125
182,-4887.13232421875,-4800.083984375
183,-4879.09765625,-4808.8779296875
184,-4832.97998046875,-4745.61865234375
185,-4871.5625,-4822.94091796875
186,-4886.9228515625,-4785.6845703125
187,-4874.28564453125,-4828.06787109375
188,-4836.86865234375,-4807.7666015625
189,-4893.34375,-4796.0361328125
190,-4879.40576171875,-4824.92578125
191,-4874.34716796875,-4806.77294921875
192,-4870.74365234375,-4780.8515625
193,-4870.0419921875,-4811.39697265625
194,-4931.5302734375,-4843.00537109375
195,-4908.568359375,-4813.7119140625
196,-4923.3369140625,-4852.474609375
197,-4923.64892578125,-4795.01171875
198,-4884.162109375,-4833.91650390625
199,-4865.44140625,-4820.9765625
200,-4880.8369140625,-4836.287109375
201,-4890.9521484375,-4815.171875
202,-4870.50390625,-4777.4306640625
203,-4917.3232421875,-4843.43505859375
204,-4896.98193359375,-4813.45361328125
205,-4952.5517578125,-4855.13525390625
206,-4897.21826171875,-4823.99072265625
207,-4925.5771484375,-4839.20263671875
208,-4913.76123046875,-4847.67822265625
209,-4912.36328125,-4845.099609375
210,-4905.60986328125,-4847.92919921875
211,-4937.40234375,-4826.26416015625
212,-4949.1318359375,-4874.95556640625
213,-4942.67138671875,-4841.05224609375
214,-4951.1494140625,-4870.8271484375
215,-4927.4951171875,-4841.2275390625
216,-4937.4462890625,-4874.46240234375
217,-4928.19677734375,-4824.4638671875
218,-4949.41796875,-4866.86181640625
219,-4952.89404296875,-4852.15869140625
220,-4974.73828125,-4872.13037109375
221,-4934.51025390625,-4860.89501953125
222,-4922.388671875,-4827.96240234375
223,-4966.67236328125,-4853.6181640625
224,-4960.8671875,-4865.27978515625
225,-4976.4501953125,-4879.76953125
226,-4941.4560546875,-4832.0693359375
227,-4966.18310546875,-4881.490234375
228,-4962.0947265625,-4887.642578125
229,-4990.859375,-4884.8017578125
230,-4982.537109375,-4888.1865234375
231,-4964.5283203125,-4853.05859375
232,-4965.716796875,-4896.71533203125
233,-4976.88623046875,-4858.7626953125
234,-4982.484375,-4896.88427734375
235,-4973.22265625,-4859.5244140625
236,-4973.482421875,-4854.4873046875
237,-4961.54736328125,-4870.29345703125
238,-5005.3271484375,-4879.27099609375
239,-4988.875,-4910.00048828125
240,-5028.09912109375,-4918.42919921875
241,-5005.076171875,-4906.4130859375
242,-5026.4921875,-4919.55029296875
243,-5047.52978515625,-4886.4365234375
244,-5006.45703125,-4914.08642578125
245,-5000.2001953125,-4874.53466796875
246,-4986.509765625,-4913.10400390625
247,-5000.93310546875,-4896.0009765625
248,-5033.26708984375,-4931.41943359375
249,-5017.9326171875,-4850.09619140625
250,-5003.61279296875,-4931.5810546875
251,-5025.47119140625,-4918.1298828125
252,-5008.0068359375,-4910.6572265625
253,-5023.25048828125,-4851.0869140625
254,-4987.474609375,-4924.98583984375
255,-5067.88427734375,-4932.548828125
256,-5021.37353515625,-4903.91259765625
257,-5031.91796875,-4909.49365234375
258,-5042.58642578125,-4909.85107421875
259,-5041.80517578125,-4951.12158203125
260,-5037.595703125,-4901.33642578125
261,-5039.13916015625,-4944.62158203125
262,-5034.0634765625,-4908.0439453125
263,-5035.23095703125,-4939.8330078125
264,-5050.73681640625,-4919.95751953125
265,-5036.30029296875,-4928.18212890625
266,-5050.0087890625,-4936.52880859375
267,-5054.49267578125,-4950.8984375
268,-5029.59814453125,-4863.28125
269,-5053.724609375,-4933.9755859375
270,-5083.92724609375,-4952.49755859375
271,-5061.2802734375,-4934.1728515625
272,-5059.03759765625,-4914.3955078125
273,-5040.84130859375,-4933.61669921875
274,-5088.27294921875,-4963.14599609375
275,-5060.4111328125,-4931.39111328125
276,-5060.41015625,-4968.689453125
277,-5068.5771484375,-4936.96728515625
278,-5071.4609375,-4956.63916015625
279,-5061.0771484375,-4964.6455078125
280,-5071.89501953125,-4958.029296875
281,-5057.822265625,-4926.67041015625
282,-5082.0673828125,-4966.08544921875
283,-5068.1201171875,-4921.5693359375
284,-5088.578125,-4996.92578125
285,-5059.08984375,-4981.02783203125
286,-5088.279296875,-4962.4521484375
287,-5068.2626953125,-4966.06640625
288,-5100.6884765625,-4989.25
289,-5043.3271484375,-4940.5087890625
290,-5093.11279296875,-4971.23583984375
291,-5052.384765625,-4885.03857421875
292,-5065.6630859375,-4958.43798828125
293,-5105.04833984375,-4981.19970703125
294,-5086.75048828125,-4979.5712890625
295,-5089.05712890625,-4966.08740234375
296,-5097.82373046875,-5003.2255859375
297,-5075.6513671875,-4980.439453125
298,-5105.3017578125,-4968.12158203125
299,-5105.26220703125,-4995.21240234375
300,-5106.5107421875,-4988.05859375
301,-5018.8974609375,-4825.611328125
302,-5084.42138671875,-4985.0322265625
303,-5100.1669921875,-4978.9013671875
304,-5108.30126953125,-5022.052734375
305,-5113.25634765625,-4982.8818359375
306,-5109.82421875,-5002.51513671875
307,-5089.09912109375,-4919.41357421875
308,-5097.5,-5023.15185546875
309,-5117.40673828125,-4966.357421875
310,-5099.0634765625,-4988.1396484375
311,-5086.4365234375,-4998.94287109375
312,-5112.3212890625,-4961.06640625
313,-5121.89306640625,-4995.21826171875
314,-5126.9638671875,-5014.84716796875
315,-5133.92333984375,-5023.87744140625
316,-5106.5810546875,-4977.14111328125
317,-5115.57177734375,-4961.67822265625
318,-5116.38037109375,-5007.82177734375
319,-5122.7353515625,-5020.322265625
320,-5118.572265625,-4979.10693359375
321,-5140.91552734375,-5028.36328125
322,-5133.5537109375,-4960.501953125
323,-5096.59716796875,-5021.26171875
324,-5147.283203125,-4989.10498046875
325,-5100.48291015625,-4985.49755859375
326,-5159.13037109375,-5033.58349609375
327,-5112.07958984375,-5018.01611328125
328,-5149.56787109375,-4999.77490234375
329,-5138.0703125,-5003.64306640625
330,-5143.12646484375,-5038.14111328125
331,-5138.4716796875,-4998.50537109375
332,-5147.93310546875,-5037.42041015625
333,-5152.962890625,-5004.86865234375
334,-5116.7099609375,-4971.71337890625
335,-5156.2080078125,-5045.0107421875
336,-5141.1005859375,-4998.9052734375
337,-5143.474609375,-5048.7890625
338,-5166.93212890625,-5029.2978515625
339,-5117.42431640625,-5017.0673828125
340,-5152.85595703125,-5043.19970703125
341,-5173.6708984375,-5030.55712890625
342,-5145.90771484375,-5025.26416015625
343,-5178.51806640625,-5053.51904296875
344,-5132.97119140625,-5000.82421875
345,-5159.1044921875,-5061.00244140625
346,-5179.60595703125,-5048.376953125
347,-5159.73974609375,-5036.8427734375
348,-5151.85546875,-5050.48876953125
