S,xi1,xi2
99.32574670810685,0.03660988390883844,0.007827748847513069
99.34817745115967,0.03894805755434031,0.01136276752750322
98.95246941550893,0.03806432957034234,0.010491665517003415
98.79180541153828,0.03354608132512086,0.0031834446539826594
98.49666210564791,0.03599366642342493,0.006512512847137297
97.59617691929081,0.03891733117437239,0.010223571562421652
97.46575814986217,0.029668519620924497,-0.004507286524129527
97.14780560775394,0.02883500014236958,-0.004990726327743882
97.33755578755245,0.029027027835194646,-0.005244576692605367
97.2713825194604,0.028556225245291143,-0.00561516615403265
97.70688849659697,0.026473319890875147,-0.007395751803729173
98.01612449640815,0.02757138264874122,-0.005492349501856309
98.4221946667788,0.02610354814396109,-0.007883012754983414
98.96035396792632,0.024213486682019947,-0.009783154479675761
99.26435419371133,0.026291757899090183,-0.008582350768394083
99.1895347466643,0.02614144257592559,-0.008366319294193595
99.79603295188994,0.028212649150140934,-0.005505285114216501
99.36733462456009,0.024374159256586002,-0.011571455300102455
99.35167334370793,0.027123380443522895,-0.008066875700247769
99.74098158445386,0.030808666144346263,-0.0040155016283592295
99.60496201566806,0.031758630707403084,-0.002371266523387074
99.94582843713472,0.031001984847627603,-0.0036251640914171665
99.56444728793953,0.027850327967126613,-0.007994966112310835
99.3174672321315,0.030149396723683775,-0.005431006554372165
99.5722516071182,0.03260515043825952,-0.002259372205372953
99.91396374620614,0.032184820298373336,-0.003100520225931843
100.48763418783554,0.03234061594149163,-0.0031505751097407496
100.45363064930046,0.03035278331732268,-0.005904316500799483
100.59422098283032,0.027495459356191368,-0.00900076832293259
100.88126881847899,0.028158521863543135,-0.008428599305180594
101.09751192545967,0.025949071887751526,-0.010243543713922408
100.50661217265066,0.02166602043390079,-0.013790934839706006
100.26078158583255,0.021666188295721034,-0.014036455127484094
100.88116944275724,0.0227403961355763,-0.012361735587885095
100.33584093353029,0.021630595477097246,-0.012133901015132379
100.60744577493398,0.022074857708329582,-0.011744767558528256
100.42218838206281,0.027688495718637268,-0.0077572451077288825
100.88342500158869,0.025039570046642055,-0.010024218193521508
100.53363468894914,0.024194525978858183,-0.010228341381332329
100.55531227521449,0.02281147158700754,-0.011840156895669564
99.66807549679406,0.024239795893517397,-0.010581271895523546
99.6495007991805,0.02995397563183494,-0.004963894530531708
100.15211979868707,0.030925502807674258,-0.004763519142550751
99.44059752858213,0.030145163255755746,-0.004795842138822459
99.99523717157858,0.029538691923480704,-0.005908835651504567
99.66117932875727,0.027066528735764657,-0.008934569153474759
99.63783352326914,0.028217706731761317,-0.006233175138356936
98.36090147874059,0.030115929169324804,-0.0037267340967966005
98.86138270931333,0.021158111675996967,-0.01722322012123476
98.4940475508667,0.019641750839157878,-0.017348703318795018
98.27242246361423,0.016611739466055757,-0.01851323551923052
97.76422380498475,0.01822151715536175,-0.017868281004037125
97.36422350684192,0.023880252251623227,-0.012801076804115092
97.85354615521726,0.024380166224928605,-0.009972693147736045
97.63219638199928,0.025850493837682002,-0.006459606460825449
98.0282028008686,0.026847371716655386,-0.006423125636415671
97.94907966522516,0.025442968975888852,-0.008863933445205136
98.10123946454374,0.02386245691980973,-0.010678466852487117
97.88191250509504,0.020150420401670904,-0.014553879200700618
98.05877972853867,0.020730293114156077,-0.013800626304695796
99.14048362536676,0.0181132302462893,-0.017067267445789593
99.40715691388971,0.01883483513067703,-0.017106740178285045
99.6157306702364,0.02169039139271595,-0.014968625264800901
99.41264771770251,0.020401184826922863,-0.016586465987388735
99.83641707431535,0.02280304120444722,-0.014512379004387952
100.42397860496742,0.02391393899538079,-0.01218596029692222
99.67314672279488,0.024724665486206967,-0.012203173975930206
99.06421505558357,0.022128119690867407,-0.015148457810770871
99.95954692771078,0.025649828237526325,-0.011447559588318472
100.14963208579447,0.021136807817636806,-0.01480207359903218
100.20474463920765,0.019255698462274134,-0.015465947793640107
100.44040209563343,0.01721647169295734,-0.01727005073877725
100.88944189860517,0.013471481721002874,-0.0201186745511877
101.20423826914016,0.009390396969039743,-0.02061382347907268
101.12010994235901,0.008249082716579459,-0.021097073077342505
101.89003966971252,0.005740680321048535,-0.021136510469368566
101.89480786456141,0.003720748365337236,-0.021402928264960014
101.58418313162022,0.002977228497202387,-0.02207540282481716
101.38876633219225,0.0026018980094271583,-0.0221724178798749
101.34278892638298,0.0004698990825542913,-0.021128941102832217
101.21423537074281,0.0044603235442399174,-0.023346376390797955
101.14744360494167,0.006379286293150154,-0.023151130072497774
101.26273188158586,0.008058256983285062,-0.02320632189448411
100.03803273847372,0.010252506947960153,-0.02410756124239475
99.74468087608666,0.009244291574378552,-0.023704203153399973
100.09886468491476,0.012877476984827111,-0.02268661027114622
100.31632237161067,0.010756308435887976,-0.023249058164913156
100.05831357071406,0.013460288871232656,-0.022424202011760482
99.81581750875993,0.014471374834194611,-0.021317244880843012
100.26354781969948,0.019391227831164023,-0.01940861113769642
100.16060943763655,0.019983324286827572,-0.018112702605027058
99.93851192840424,0.02269555023395599,-0.01565654952888861
100.7386917664553,0.0263656252379185,-0.013135160586421
100.57191192693107,0.022643626276822496,-0.01638791358634467
100.8680402190239,0.020609478230103645,-0.018084793413241915
100.84868811485777,0.022403349169022212,-0.01655195632580065
100.87066056379724,0.025569072621871095,-0.013740105398056712
100.44659206741387,0.026668741143150793,-0.01351967965042278
100.07414629619304,0.02451070716652217,-0.015142300660331193
100.62640693509911,0.026966098417867027,-0.013168002897667775
100.11101996062281,0.026905375467867546,-0.0124792073259224
100.23597912203283,0.01816593810903235,-0.020919293250130047
99.74724319230775,0.015876869806539948,-0.02229730355284868
99.65183672404875,0.014726197428785835,-0.022436069563766113
99.63734650930488,0.014874050661224368,-0.02250654636924138
98.99759070401996,0.012516800888910298,-0.023357175190775833
99.42912654054008,0.01333197276104237,-0.022794321854180462
99.35839768077109,0.013942921854689927,-0.02237107697803249
99.82976680150146,0.017261998025120018,-0.02109413362850083
99.4525193809199,0.016734769380960843,-0.021301734834285626
99.81751881768099,0.016761665646829058,-0.02082706465750514
100.75595277518211,0.01856352089202887,-0.019738494448704933
100.84562510426821,0.018466487001093365,-0.019449113927066105
100.57773976181274,0.016056154329826832,-0.02072122168355641
100.7702895387089,0.019735236580671004,-0.01843179566702171
100.82946269804413,0.017167494971982458,-0.02036085081941832
100.74390255447496,0.022162160882202988,-0.01690194782246482
100.69195404139896,0.01978428937940154,-0.018444924654327222
100.44897714902055,0.019295492776057206,-0.01866911030199219
100.62563429588573,0.01962610196056195,-0.01791000674443158
100.46320455084172,0.021479982561416457,-0.01675659015711504
100.0969716623277,0.024970022930060135,-0.013775781355647276
100.45742697499213,0.023275526700335076,-0.015533672591342243
100.38517954524083,0.023062728526075323,-0.014913857197525087
101.53605123504833,0.018242789045399013,-0.017905800961928016
101.43202388997092,0.01248164945083676,-0.02130593438913716
101.15241586049353,0.009854827374638248,-0.020495699740691996
100.94421666481402,0.010849017370246853,-0.020196859215211686
101.08611583142775,0.014615406310737903,-0.020558151468873187
100.80847754676536,0.01330539498279025,-0.01971203913208332
100.31311972111202,0.008216682091351318,-0.02044735358559719
100.9197753122391,0.008646554268742055,-0.020431474658414408
100.45622612205062,0.006348773914227638,-0.020034347609738424
101.00439788591198,0.008715392063329677,-0.019665161627361365
101.05735011611387,0.008945311419156578,-0.019144270515394843
100.65878691311048,0.009616989198286593,-0.020629719729507716
101.28664787400348,0.009582709408885833,-0.01954471247244557
101.20974925323574,0.0122519931698711,-0.019146279773796796
100.81742668196117,0.006699649794623757,-0.019813060785490336
100.84143773109082,0.006970543226598218,-0.019550520233636584
101.31256693423018,0.008688826066633305,-0.01890968189605236
101.56927874999701,0.004282454708731262,-0.018336018214230785
101.8638494607851,0.001764385258837201,-0.016750165977291724
102.46978781798454,0.004690242865737434,-0.017694456917431715
102.54741976750324,0.0035086923171686168,-0.018576221946373296
102.68143403095448,0.007401082585165079,-0.019165638781661436
102.59701589521173,0.01580119435162069,-0.01878606014857234
102.00091307472266,0.016432857915166743,-0.017702337619640022
101.9415279256904,0.016749267016265702,-0.015942728918231598
102.61129354801226,0.021605334835547024,-0.013535360334143182
101.8506113084294,0.018503668882008918,-0.01631954883465574
102.41639310331587,0.021117519379354178,-0.01379182914947058
102.53054361839182,0.028130730282581146,-0.009741274821338165
102.1041380225708,0.029060787837370504,-0.007320890749928411
102.13495463216653,0.028872059143177684,-0.005898894006620101
102.97569831458514,0.02807983696324368,-0.005423102999128776
102.70374641513044,0.02568813957192531,-0.01037754714362512
103.06650281053916,0.0268238834909691,-0.009988534707749047
103.59271682744516,0.02890850688629534,-0.00811660887036508
103.16438815890301,0.024315724005360327,-0.011626557505856741
103.45173880620771,0.019548763683382316,-0.015357535515205266
103.68314951987875,0.01516842080998083,-0.019662407298484223
103.48861650145825,0.01644590121385703,-0.018773056437551783
103.77362790437361,0.01598756895340963,-0.019265227785143755
103.62402071292699,0.020204207722915736,-0.017887310588634037
103.37386723585769,0.015860004974001272,-0.018081874910946805
102.86329609704116,0.015535504906821741,-0.015402279227780351
103.0224060718612,0.016394523146206055,-0.015801987786112314
102.84360928790785,0.01542860694469348,-0.01600643521687894
102.61369005634802,0.009533330208569932,-0.020450082743107778
102.17353284238801,0.005747199504484199,-0.020998665353508892
101.67510525387677,0.003698588219424073,-0.019709616864299773
101.39567438338898,0.004872476332124518,-0.020584589444664247
101.65764486931609,0.0006395692626246967,-0.020771660951215326
101.38019030097637,0.0018787578077861613,-0.021770050578523575
101.87979818401458,-0.0013378292353581744,-0.020937740826687066
102.0162568087504,-0.0037044405656925516,-0.018983969644473138
102.06710727605974,-0.007588884897837683,-0.016735849003435943
101.7082060182274,-0.006529946164323822,-0.017740609475111378
102.3021953782171,-0.010882754137333268,-0.011847468113317845
101.91424788162259,-0.009901294144861577,-0.01267373889868596
102.0620796584954,-0.008989180425753841,-0.013914016097077755
102.54511970287636,-0.012596255467495156,-0.00920663040315339
102.49486145554299,-0.012196835662657678,-0.008993447189058298
102.32042456606383,-0.01155231234710979,-0.009832938549860124
102.31576451318716,-0.011761406416228993,-0.008651046588454017
102.55113733797675,-0.010330981056556224,-0.010908426008508847
102.91933671191416,-0.011053868517182135,-0.0093466008520102
103.07899367616369,-0.013317878508171243,-0.005171408585907871
102.82028153747656,-0.011944969396966647,-0.007775774365875003
102.64882671331894,-0.013370178171496196,-0.00500269268027308
102.6981168976748,-0.013787895987225858,-0.004497235645411137
102.39522152099451,-0.013660268883166737,-0.004860910961810733
102.33825981358467,-0.015127153480499273,-0.001603593424554818
102.84121605511983,-0.013361308178051,-0.004537252248765155
102.58767387023862,-0.010407681363009694,-0.010034513188081507
102.89924076940054,-0.012779073880418233,-0.0055010406706497775
102.67071360571614,-0.013354874074103693,-0.0040354079467510035
102.58974210765373,-0.014992799494802676,-0.001043512593464439
102.57437703338631,-0.015984673566456876,0.0003784361791547003
102.24841544857047,-0.018012831084752955,0.003991408172175099
102.22775244901688,-0.01902150798839618,0.006114556921352985
102.47764291317098,-0.0192899164169736,0.007006183860126275
102.61438639748336,-0.01613507340061496,9.738737558721584e-05
102.76599697566273,-0.01823523123098163,0.004920902493122393
102.60656944763574,-0.020123666901780947,0.009641805638186821
102.58089000119891,-0.0192092656275412,0.00731534478146951
102.6197492898559,-0.018768902933709763,0.006498940739837581
102.75139449838632,-0.02007600647915878,0.009918779419669925
102.99305324501647,-0.020954163498372112,0.012320296708159427
102.82375716264137,-0.021372319344054296,0.013622635293226321
103.10321498836817,-0.020790283616955313,0.012283058492698408
103.05474659727795,-0.019934235472525614,0.010379541039146942
103.00995838336632,-0.020038924923615004,0.011409764393446573
102.79718231477672,-0.02148330826137858,0.01597803652054758
102.78692619649439,-0.020349638737865678,0.013142565766757403
102.74858745782451,-0.017790363337639767,0.006437757102158652
102.50503104938225,-0.016384967045551542,0.0036624222151439983
102.44471414853167,-0.016759825757099896,0.004494455647021673
102.46998324804619,-0.013781168199458932,-0.0023918536283247544
102.37465746269295,-0.01388548384814192,-0.0016226926949043075
102.5543512107355,-0.016199334335750267,0.0029829348153522137
102.33899023632887,-0.015539564503998403,0.0018916768038394478
102.53086112058908,-0.01437896570837454,-0.0007204391267436982
102.48913821555486,-0.015744758361665504,0.0027043920452118867
102.56878647129678,-0.0186029059650485,0.008648961152941724
102.21953123484762,-0.01718988460601722,0.005621556901300034
102.24584087827921,-0.017397051882886542,0.006240311026910843
102.23393791593054,-0.014148569080040621,-0.0010520519587912018
102.4470764148569,-0.014974992719129335,0.00024019325154566687
102.18630253004486,-0.01752902888165628,0.0060225194733913665
102.45743700392758,-0.016304130493950464,0.004212664546212505
102.23317432947296,-0.015907500753281224,0.002353258749949857
102.5132978031871,-0.013716429829415237,-0.0025426588829923573
102.64849878011209,-0.013858774294105482,-0.0019268189188594111
102.47418883032097,-0.017097223180425405,0.004071073404421408
102.91822868197053,-0.01710396462863378,0.0040604246921599665
102.6732225982426,-0.019926207512929305,0.010176663290296314
102.64275273067622,-0.020372128671036976,0.011422507260127546
102.67926611386949,-0.020557016571743945,0.012385456575630002
102.76884097325372,-0.021640601266377797,0.01485259226594706
102.80534700905197,-0.022921623854076454,0.018335341332122623
102.92158693386733,-0.023660153341673634,0.020120528919637812
102.98521514065379,-0.021559743761976755,0.01424537347700429
102.99091376690741,-0.02379806118529863,0.020579545688515152
102.8643881165166,-0.024860413047534113,0.02389435615967367
102.82148822107158,-0.02470033362234551,0.023604656500845
102.93537452385902,-0.02604712016390265,0.028025878741757715
102.8042338462568,-0.026457624892613288,0.029329284478511172
102.81633322156155,-0.027536877744377065,0.03283050596006589
102.6129098410708,-0.026629455268790268,0.02951525091168225
102.53809051283054,-0.027464942407773005,0.03237117246874768
102.37567141438606,-0.02814585875241911,0.03469061615306766
102.49281351301435,-0.028539653982739645,0.03617857533457071
102.32693201464666,-0.02753903870014448,0.03231325392061946
102.30298033115257,-0.02745216611943504,0.03185654814492986
102.3763575444851,-0.02618242298260847,0.027405111848163775
102.44510511101022,-0.027206525317150117,0.030803825318580235
102.52510004118481,-0.027593093879060043,0.03220956114059915
102.63128748852537,-0.027781589952914448,0.03285198156144497
102.6778615105619,-0.027773460746122157,0.032768694615490784
102.76017160599407,-0.02860860100831341,0.03563220456609011
102.75507581027563,-0.028635575042029206,0.03573670196061051
102.7526025821107,-0.028443451630502013,0.03495229008210041
102.58808437965448,-0.0288703423236127,0.036530334775757935
102.60307039310301,-0.028835058653331472,0.036395498386681546
102.71699270220473,-0.028650249547290004,0.03571743194567089
102.64833984133232,-0.02902724780091656,0.03713844719362126
102.54473774071792,-0.028065935512701427,0.033602059416300734
102.55345585302732,-0.0287001442034105,0.03597201618020208
102.65650594774304,-0.02812157606154715,0.03376811496299339
102.77235600907427,-0.028084292417578205,0.033628149439816186
