epoch,loss,val_loss
0,-6997.71533203125,-6938.6689453125
1,-7015.4482421875,-6960.41552734375
2,-7041.244140625,-6991.72802734375
3,-7079.09765625,-7038.009765625
4,-7135.68798828125,-7106.40478515625
5,-7219.07763671875,-7205.21044921875
6,-7337.6611328125,-7343.6328125
7,-7503.408203125,-7532.1220703125
8,-7726.60791015625,-7775.60595703125
9,-8015.64794921875,-8064.3349609375
10,-8357.009765625,-8330.7568359375
11,-8672.705078125,-8366.9140625
12,-8798.9404296875,-8219.67578125
13,-8798.5,-8298.1259765625
14,-8812.9765625,-8305.900390625
15,-8812.197265625,-8314.0556640625
16,-8811.0625,-8328.841796875
17,-8816.1337890625,-8336.4072265625
18,-8826.5908203125,-8332.8974609375
19,-8825.5537109375,-8351.98828125
20,-8820.130859375,-8361.4970703125
21,-8832.6484375,-8358.892578125
22,-8838.423828125,-8362.3173828125
23,-8829.1923828125,-8385.560546875
24,-8836.3427734375,-8387.5634765625
25,-8841.314453125,-8388.3037109375
26,-8840.4482421875,-8398.564453125
27,-8848.6103515625,-8392.35546875
28,-8851.2626953125,-8411.1953125
29,-8848.861328125,-8414.8818359375
30,-8851.884765625,-8422.0380859375
31,-8854.5400390625,-8430.6357421875
32,-8857.716796875,-8435.333984375
33,-8861.9921875,-8445.1865234375
34,-8866.5947265625,-8447.9765625
35,-8868.130859375,-8457.70703125
36,-8871.6328125,-8460.3896484375
37,-8869.345703125,-8473.234375
38,-8866.2548828125,-8478.0244140625
39,-8874.923828125,-8482.408203125
40,-8883.1474609375,-8483.451171875
41,-8876.1708984375,-8495.5751953125
42,-8881.4912109375,-8498.271484375
43,-8883.2431640625,-8507.119140625
44,-8885.392578125,-8510.01953125
45,-8886.203125,-8515.865234375
46,-8891.9775390625,-8521.6630859375
47,-8896.3515625,-8516.81640625
48,-8902.7119140625,-8530.1162109375
49,-8898.6201171875,-8528.970703125
50,-8900.4384765625,-8536.6884765625
51,-8897.8720703125,-8540.3447265625
52,-8907.1513671875,-8542.8408203125
53,-8904.7470703125,-8544.31640625
54,-8911.12890625,-8547.779296875
55,-8909.8759765625,-8552.1748046875
56,-8910.244140625,-8554.44921875
57,-8916.3359375,-8555.291015625
58,-8914.087890625,-8558.5400390625
59,-8916.9658203125,-8560.18359375
60,-8916.65625,-8561.6328125
61,-8917.6904296875,-8562.3798828125
62,-8922.458984375,-8564.8017578125
63,-8920.7529296875,-8565.55859375
64,-8923.5078125,-8564.6259765625
65,-8924.5966796875,-8567.4404296875
66,-8923.1708984375,-8567.8935546875
